"School.Type"	"Enrolment"	"Percentage.of.Students.Whose.First.Language.Is.Not.English"	"Percentage.of.Students.Whose.First.Language.Is.Not.French"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.English.Speaking.Country"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.French.Speaking.Country"	"Percentage.of.Students.Receiving.Special.Education.Services"	"Gifted"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Children.Who.Live.in.Low.Income.Households"	"Percentage.of.Students.Whose.Parents.Have.Some.University.Education"	"FSL.Core"	"FSL.Extended"	"FSL.Immersion"	"Gender.Ratio.M.to.F"	"Enrol_sum_all"	"Enrol_sum_JKto3"	"Enrol_sum_4to6"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Low"	"High"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"FALSE"	"Medium"	"High"	"Medium"	"Highest"	"Highest"	"High"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Medium"	"Lowest"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Medium"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"High"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"Low"	"Highest"	"Low"	"Medium"	"Medium"	"Lowest"	"Low"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Medium"	"Lowest"	"Lowest"	"Medium"	"High"	"High"	"Lowest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Medium"	"High"	"Low"	"High"	"Medium"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Medium"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Highest"	"Medium"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"High"	"High"	"Medium"	"High"	"High"	"Highest"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"High"	"High"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"Lowest"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Low"	"Medium"	"Low"	"Lowest"	"Low"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Low"	"Low"	"Low"
"Public"	"Highest"	"High"	"Low"	"Highest"	"Highest"	"Lowest"	"FALSE"	"Medium"	"Low"	"High"	"Low"	"Low"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Highest"	"Medium"	"Highest"	"Highest"	"Highest"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Low"	"Lowest"	"Medium"	"Medium"	"Medium"	"High"	"Low"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"High"	"Low"	"High"	"High"	"Low"	"FALSE"	"High"	"Lowest"	"High"	"Highest"	"Highest"	"High"	"Low"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Lowest"	"High"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"High"	"Medium"	"Medium"	"Medium"	"Low"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"High"	"Low"	"Highest"	"Highest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"High"	"Highest"	"Highest"	"Medium"	"High"	"Medium"	"Low"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Lowest"	"High"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Low"	"High"	"Medium"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"High"	"Low"	"Low"	"Low"	"Medium"	"FALSE"	"Highest"	"Highest"	"Highest"	"Low"	"Low"	"Lowest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Highest"	"Low"	"Highest"	"Highest"	"Low"	"FALSE"	"Low"	"Lowest"	"Low"	"Low"	"Medium"	"High"	"High"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"High"	"Low"	"Highest"	"Highest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Highest"	"Low"	"High"	"High"	"High"	"FALSE"	"Low"	"Medium"	"High"	"Lowest"	"Low"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"High"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Low"	"Low"	"Medium"	"Lowest"	"Low"	"Medium"	"High"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Lowest"	"High"	"High"	"High"	"FALSE"	"Medium"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"Low"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Highest"	"Low"	"Highest"	"Highest"	"Low"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Low"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Highest"	"Low"	"Highest"	"Highest"	"High"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"Low"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"High"	"High"	"High"	"Highest"	"Medium"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"Highest"	"FALSE"	"Highest"	"Medium"	"High"	"Highest"	"High"	"Highest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Highest"	"High"	"High"	"Highest"	"Highest"	"High"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Low"	"Lowest"	"Medium"	"TRUE"	"Medium"	"Lowest"	"Low"	"Medium"	"Medium"	"Medium"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Highest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Low"	"Low"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"High"	"Low"	"Medium"	"Medium"	"High"	"FALSE"	"Low"	"Medium"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Highest"	"Highest"	"Medium"	"FALSE"	"High"	"Lowest"	"Medium"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Medium"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"Lowest"	"Low"	"Medium"	"Medium"	"High"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"High"	"Low"	"High"	"Highest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"High"	"Medium"	"High"	"Lowest"	"Lowest"	"Low"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Highest"	"Low"	"Highest"	"Highest"	"High"	"FALSE"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"Medium"	"Medium"	"Medium"	"FALSE"	"Medium"	"Medium"	"Highest"	"Medium"	"High"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Medium"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Medium"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"High"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"Highest"	"TRUE"	"Medium"	"High"	"High"	"Low"	"Low"	"Medium"	"Medium"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"Low"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"High"	"High"	"Low"	"FALSE"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Medium"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"Highest"	"Low"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"High"	"Low"	"Low"	"Low"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Medium"	"Low"	"Medium"	"Low"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Highest"	"Low"	"Low"	"Low"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Medium"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Medium"	"Low"	"Medium"	"High"	"High"	"Highest"	"Low"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"High"	"Medium"	"High"	"High"	"High"	"Highest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Low"	"Low"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Lowest"	"High"	"Low"	"High"	"High"	"High"	"FALSE"	"High"	"High"	"High"	"Medium"	"High"	"Medium"	"Medium"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Medium"	"Low"	"Medium"	"Medium"	"Highest"	"FALSE"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"High"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"Low"	"Lowest"	"Low"	"Medium"	"Low"	"Medium"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Medium"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"High"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"Low"	"Lowest"	"Medium"	"FALSE"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"High"	"Low"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Low"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Lowest"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Medium"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"High"	"High"	"High"	"Medium"	"Low"	"Medium"	"Medium"	"High"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Highest"	"Low"	"Highest"	"Highest"	"Low"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Low"	"Low"	"Low"	"Highest"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Highest"	"Lowest"	"Medium"	"Medium"	"Highest"	"FALSE"	"Medium"	"Low"	"High"	"Low"	"Low"	"Medium"	"Low"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Highest"	"Low"	"High"	"High"	"High"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Highest"	"Highest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Highest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"High"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Highest"	"Low"	"High"	"Highest"	"Highest"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Medium"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Lowest"	"Low"	"Medium"	"Low"	"Low"	"Medium"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Medium"	"Medium"	"High"	"Highest"	"High"	"Highest"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Medium"	"Medium"	"High"	"Medium"	"Medium"	"Highest"	"Medium"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"Highest"	"Highest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Low"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Low"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"High"	"Medium"	"Medium"	"Medium"	"High"	"High"	"High"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Low"	"Low"	"Medium"	"Medium"	"High"	"High"	"Low"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"Highest"	"Low"	"Low"	"Low"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Medium"	"High"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Medium"	"Low"	"Low"	"Medium"	"Medium"	"Medium"	"Medium"	"Low"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"Highest"	"Low"	"Low"	"Low"	"Highest"	"FALSE"	"Medium"	"Medium"	"Medium"	"Highest"	"High"	"Highest"	"Low"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"Highest"	"Low"	"Low"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Low"	"Low"	"High"	"High"	"High"	"FALSE"	"High"	"High"	"Low"	"Lowest"	"Lowest"	"Low"	"Low"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"High"	"High"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"Lowest"	"Low"	"Low"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"FALSE"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Lowest"	"Highest"	"Highest"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"High"	"Low"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"High"	"High"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Medium"	"High"	"Medium"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Highest"	"High"	"Low"	"High"	"Lowest"	"Lowest"	"FALSE"	"High"	"Medium"	"High"	"Highest"	"Highest"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Medium"	"Medium"	"Medium"	"Medium"
"Public"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Highest"	"FALSE"	"Low"	"Lowest"	"Low"	"Low"	"Lowest"	"Medium"	"Highest"	"High"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"Low"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Lowest"	"Highest"	"Low"	"Highest"	"Highest"	"High"	"FALSE"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"High"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"Medium"	"Medium"	"Lowest"	"High"	"High"	"Medium"	"FALSE"	"Low"	"High"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Medium"	"Medium"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"High"	"High"	"High"	"Highest"	"Highest"	"Highest"	"Medium"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Medium"	"Medium"	"Low"	"High"	"High"	"High"	"TRUE"	"Medium"	"Low"	"Low"	"Low"	"Low"	"Low"	"Low"	"High"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Low"	"High"	"Lowest"	"Highest"	"Highest"	"Highest"	"TRUE"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Highest"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Low"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"High"	"Low"	"Lowest"	"Lowest"	"High"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Lowest"	"Highest"	"Lowest"	"Highest"	"Highest"	"Highest"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"Highest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Medium"	"High"	"Highest"	"High"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Medium"	"Highest"	"Lowest"	"Highest"	"Highest"	"High"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Low"	"Low"	"Lowest"	"Highest"	"Medium"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"High"	"High"	"Highest"	"Highest"	"Medium"	"High"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Lowest"	"Highest"	"Low"	"Medium"	"Medium"	"Highest"	"FALSE"	"Low"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"High"	"Low"	"Lowest"	"High"	"High"	"Lowest"	"FALSE"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Highest"	"Highest"	"Lowest"	"Highest"	"Highest"	"Lowest"	"FALSE"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"High"	"Highest"	"Lowest"	"Highest"	"Highest"	"High"	"FALSE"	"Low"	"Medium"	"Low"	"Lowest"	"Lowest"	"Low"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"Highest"	"Highest"	"Lowest"	"High"	"Medium"	"Low"	"FALSE"	"High"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Low"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"High"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"Medium"	"High"	"Highest"	"Highest"	"Highest"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Lowest"	"Highest"	"Lowest"	"Highest"	"Highest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"Lowest"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"Lowest"	"Highest"	"Lowest"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Low"	"High"	"High"	"High"
"Public"	"High"	"High"	"Lowest"	"Low"	"Low"	"Lowest"	"FALSE"	"Low"	"Lowest"	"Medium"	"High"	"High"	"Low"	"High"	"High"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"Medium"	"Highest"	"Lowest"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Low"	"Low"	"Low"	"Low"	"Medium"	"Low"	"Highest"	"High"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
"Public"	"High"	"Medium"	"Lowest"	"Highest"	"Highest"	"Low"	"FALSE"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Highest"	"Low"	"Highest"	"YES"	"NO"	"YES"	"Low"	"High"	"High"	"High"
