Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Extract Date
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),036340,Bayshore Public School,Public,Not applicable,Elementary,English,JK-6,,,145 Woodridge Cres,Ottawa,Nepean,Ontario,K2B7T2,613-828-8698,613-828-6716,https://bayshoreps.ocdsb.ca/,http://www.ocdsb.ca, 371 ,45.34964,-75.81051,83.3,99.7,29.4,28.6,13.2,NA,58%,2,65%,9,56%,25,71%,NA,75%,NA,55%,NA,NA,NA,NA,NA,NA,NA,48.9,51,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),036862,Bayview Public School,Public,Not applicable,Elementary,English,JK-4,,,185 Owl Dr,Ottawa,Ottawa,Ontario,K1V9K3,613-733-4726,613-733-8509,https://bayviewps.ocdsb.ca/,http://www.ocdsb.ca, 349 ,45.35516,-75.66631,22.1,99.1,3.4,3.4,4,NA,81%,11,74%,-6,65%,-11,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,17.8,65.6,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),894362,Bell High School,Public,Not applicable,Secondary,English,9-12,,,40 Cassidy Rd,Ottawa,Nepean,Ontario,K2H6K1,613-828-9101,613-828-9022,https://bellhs.ocdsb.ca/,http://www.ocdsb.ca, 930 ,45.32647,-75.80886,50.3,99.6,10.6,10.5,34,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85%,-1,28%,4,77%,-6,17.9,54.3,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),315877,Bell Intermediate School,Public,Not applicable,Elementary,English,7-8,,,40 Cassidy Rd,Ottawa,Nepean,Ontario,K2H6K1,613-828-9101,613-828-9022,,http://www.ocdsb.ca, 251 ,45.32588328,-75.81024675,40.2,98.8,10,10,33.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,55.3,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),041670,Bells Corners Public School,Public,Not applicable,Elementary,English,JK-6,,,3770 Old Richmond Rd,Ottawa,Nepean,Ontario,K2H5C3,613-828-3100,613-828-3701,https://bellscornersps.ocdsb.ca/,http://www.ocdsb.ca, 319 ,45.32407,-75.8259,22.9,100,6.9,6.9,26.6,NA,74%,3,64%,-7,50%,-21,78%,NA,73%,NA,39%,NA,NA,NA,NA,NA,NA,NA,23.6,44.5,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),040665,Berrigan Elementary School,Public,Not applicable,Elementary,English,JK-6,,,199 Berrigan Dr,Ottawa,Nepean,Ontario,K2J5C6,613-825-0092,613-825-5733,https://berriganes.ocdsb.ca/,http://www.ocdsb.ca, 955 ,45.28021,-75.73789,36.5,99.4,6.4,6.6,9.8,SP,84%,6,73%,-6,67%,4,85%,-5,90%,-4,61%,-2,NA,NA,NA,NA,NA,NA,10.3,64.7,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),055069,Blossom Park Public School,Public,Not applicable,Elementary,English,JK-8,,,3810 Sixth St,Ottawa,Gloucester,Ontario,K1T1K6,613-521-4299,613-521-9654,https://blossomparkps.ocdsb.ca/,http://www.ocdsb.ca, 367 ,45.35084,-75.62379,59.9,99.7,34.1,34.3,19.3,SP,24%,-15,21%,-22,15%,-8,52%,-11,48%,-8,21%,-20,NA,NA,NA,NA,NA,NA,38.2,55.8,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),061077,Briargreen Public School,Public,Not applicable,Elementary,English,JK-6,,,19 Parkfield Cres,Ottawa,Nepean,Ontario,K2G0R9,613-828-5027,613-828-1485,https://briargreenps.ocdsb.ca/,http://www.ocdsb.ca, 330 ,45.33755,-75.77712,31.5,99.7,13.6,13.3,18.7,SP,89%,15,84%,2,84%,22,83%,8,70%,-15,28%,-22,NA,NA,NA,NA,NA,NA,15.1,75.6,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),034452,Bridlewood Community Elementary School,Public,Not applicable,Elementary,English,JK-6,,,63 Bluegrass Dr,Ottawa,Kanata,Ontario,K2M1G2,613-591-3683,613-591-0788,https://bridlewoodes.ocdsb.ca/,http://www.ocdsb.ca, 341 ,45.28474,-75.86096,24,100,3.2,3.2,11.1,NA,84%,2,66%,-5,61%,-3,85%,2,93%,12,51%,6,NA,NA,NA,NA,NA,NA,10.1,69,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),063908,Broadview Public School,Public,Not applicable,Elementary,English,JK-8,,,535 Dovercourt,Ottawa,Ottawa,Ontario,K2A3W3,613-728-1721,613-728-5945,https://broadviewps.ocdsb.ca/,http://www.ocdsb.ca, 1015 ,45.38291,-75.75813,13.2,99,3.6,4.1,18.3,7.4,91%,3,83%,-5,80%,1,91%,-1,91%,-1,60%,-15,NA,NA,NA,NA,NA,NA,7.9,81.9,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),896705,Brookfield High School,Public,Not applicable,Secondary,English,9-12,,,824 Brookfield Rd,Ottawa,Ottawa,Ontario,K1V6J3,613-733-0610,613-733-8452,https://brookfieldhs.ocdsb.ca/,http://www.ocdsb.ca, 574 ,45.37266,-75.68478,52.8,99.3,9.9,9.4,26.8,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78%,1,42%,7,65%,-11,20.7,50,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),906514,Cairine Wilson Secondary School,Public,Not applicable,Secondary,English,9-12,,,975 Orleans Blvd,Ottawa,Orleans,Ontario,K1C2Z5,613-824-4411,613-824-5679,http://www.cairinewilsonss.ocdsb.ca/index.html,http://www.ocdsb.ca, 781 ,45.48271,-75.54112,16.4,98.8,SP,SP,32.9,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86%,12,35%,-11,86%,-5,6.5,58.3,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),076511,Cambridge Street Community Public School,Public,Not applicable,Elementary,English,JK-6,,,250 Cambridge St N,Ottawa,Ottawa,Ontario,K1R7B2,613-239-2216,613-239-5981,https://cambridgeps.ocdsb.ca/,http://www.ocdsb.ca, 111 ,45.40818,-75.70551,60.4,98.2,16.2,16.2,27,NA,N/R,NA,N/R,NA,N/R,NA,53%,9,74%,46,26%,14,NA,NA,NA,NA,NA,NA,40.1,37.2,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),898317,Canterbury High School,Public,Not applicable,Secondary,English,9-12,,,900 Canterbury Ave,Ottawa,Ottawa,Ontario,K1G3A7,613-731-1191,613-731-5210,https://canterburyhs.ocdsb.ca/,http://www.ocdsb.ca, 1248 ,45.38802,-75.62634,19.6,98.6,2.2,2.2,22.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91%,4,49%,18,87%,-4,14.7,55.7,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),084832,Carleton Heights Public School,Public,Not applicable,Elementary,English,JK-8,,,1660 Prince of Wales Dr,Ottawa,Ottawa,Ontario,K2C1P4,613-224-7922,613-224-3737,https://carletonheightsps.ocdsb.ca/,http://www.ocdsb.ca, 430 ,45.36049,-75.70056,56.5,99.1,30.2,29.8,15.8,NA,45%,-19,40%,-24,29%,-39,57%,-10,58%,-5,28%,15,NA,NA,NA,NA,NA,NA,31,48.2,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),086240,Carson Grove Elementary School,Public,Not applicable,Elementary,English,JK-5,,,1401 Matheson Rd,Ottawa,Gloucester,Ontario,K1J8B5,613-745-0195,613-745-0291,https://carsongrovees.ocdsb.ca/,http://www.ocdsb.ca, 298 ,45.43684,-75.62246,63.8,99.3,46,46.3,9.7,NA,31%,5,27%,-13,24%,7,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,33,37.4,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),086487,Castlefrank Elementary School,Public,Not applicable,Elementary,English,JK-3,,,55 McCurdy Dr,Ottawa,Kanata,Ontario,K2L4A9,613-592-8071,613-592-0921,https://castlefrankes.ocdsb.ca/,http://www.ocdsb.ca, 317 ,45.30519,-75.89845,23.3,99.4,9.5,8.8,6.9,NA,80%,2,74%,-8,58%,-15,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,10.8,55.2,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),086452,Castor Valley Elementary School,Public,Not applicable,Elementary,English,JK-8,,,2630 Grey's Creek Rd,Ottawa,Greely,Ontario,K4P1N2,613-821-1272,613-821-7937,https://castorvalleyes.ocdsb.ca/,http://www.ocdsb.ca, 719 ,45.21632,-75.5177,4.3,99.3,SP,SP,6.2,SP,92%,17,89%,3,80%,24,96%,7,94%,6,55%,2,NA,NA,NA,NA,NA,NA,5,54.8,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),383252,Cedarview Middle School,Public,Not applicable,Elementary,English,7-8,,,2760 Cedarview Rd,Ottawa,Nepean,Ontario,K2J4J2,613-825-2185,613-825-4882,https://cedarviewms.ocdsb.ca/home,http://www.ocdsb.ca, 666 ,45.27755,-75.78004,35,98.8,2.3,2.6,27.1,5.1,N/D,NA,N/D,NA,N/D,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,8.5,66.7,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),090182,Centennial Public School,Public,Not applicable,Elementary,English,JK-8,,,376 Gloucester St,Ottawa,Ottawa,Ontario,K1R5E8,613-239-2277,613-239-5979,https://centennialps.ocdsb.ca/,http://www.ocdsb.ca, 246 ,45.41525,-75.70463,48,97.2,22,23.6,24.7,SP,65%,27,68%,45,41%,22,57%,-19,52%,-18,19%,-20,NA,NA,NA,NA,NA,NA,36.7,57.8,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),282953,Chapman Mills Elementary School,Public,Not applicable,Elementary,English,JK-6,,,260 Leamington Way,Ottawa,Ottawa,Ontario,K2J3V1,613-823-3336,613-823-3999,https://chapmanmillsps.ocdsb.ca/,http://www.ocdsb.ca, 698 ,45.26951,-75.73181,56.3,98.6,7.7,7.3,10.6,SP,84%,-8,89%,-7,73%,-12,94%,NA,92%,NA,71%,NA,NA,NA,NA,NA,NA,NA,11.3,70.3,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),101869,Charles H. Hulse Public School,Public,Not applicable,Elementary,English,JK-6,,,2605 Alta Vista Dr,Ottawa,Ottawa,Ontario,K1V7T3,613-521-8535,613-521-1477,https://charleshhulseps.ocdsb.ca/,http://www.ocdsb.ca, 324 ,45.3748,-75.66011,80.2,98.8,36.4,36.4,9.5,NA,21%,-1,21%,-12,12%,-4,49%,17,51%,-14,33%,20,NA,NA,NA,NA,NA,NA,54.1,29.6,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),107778,Churchill Alternative School,Public,Not applicable,Elementary,English,JK-6,,,345 Ravenhill Ave,Ottawa,Ottawa,Ontario,K2A0J5,613-722-4474,613-722-5655,https://churchillalternative.ocdsb.ca/,http://www.ocdsb.ca, 280 ,45.39049,-75.75318,4.3,98.6,3.6,3.6,25,NA,78%,-8,74%,-5,61%,-12,93%,-3,93%,0,38%,-23,NA,NA,NA,NA,NA,NA,10.8,77.8,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),671053,Clifford Bowey Public School,Public,Not applicable,Elementary,English,JK-8,,,1300 Kitchener Ave,Ottawa,Ottawa,Ontario,K1V6W2,613-737-4401,613-737-7548,https://cliffordboweyps.ocdsb.ca/,http://www.ocdsb.ca, 101 ,45.36789,-75.65645,35.6,98,SP,SP,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,54.7,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),902586,Colonel By Secondary School,Public,Not applicable,Secondary,English,9-12,,,2381 Ogilvie Rd,Ottawa,Gloucester,Ontario,K1J7N4,613-745-9411,613-745-4680,https://colonelbyss.ocdsb.ca/,http://www.ocdsb.ca, 1136 ,45.45504,-75.59999,35.3,95.8,2.9,3.3,26.9,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97%,3,N/R,NA,95%,-1,9.8,64.5,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),121886,Connaught Public School,Public,Not applicable,Elementary,English,JK-6,,,1149 Gladstone Ave,Ottawa,Ottawa,Ontario,K1Y3H7,613-728-4671,613-728-9761,https://connaughtps.ocdsb.ca/,http://www.ocdsb.ca, 376 ,45.4004,-75.72603,13.6,98.9,6.4,6.4,9.5,NA,82%,5,80%,9,71%,5,98%,23,95%,20,75%,65,NA,NA,NA,NA,NA,NA,17.2,72.4,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),121940,Convent Glen Elementary School,Public,Not applicable,Elementary,English,JK-5,,,1708 Grey Nuns Dr,Ottawa,Gloucester,Ontario,K1C1C1,613-824-8177,613-824-1714,https://conventglenes.ocdsb.ca/,http://www.ocdsb.ca, 109 ,45.46998,-75.53671,23.9,100,10.1,10.1,17.4,NA,N/R,NA,N/R,NA,N/R,NA,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,10.5,50.1,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),671207,Crystal Bay Centre for Special,Public,Not applicable,Elementary,English,JK-8,,,31 Moodie Dr,Ottawa,Nepean,Ontario,K2H8G1,613-828-5376,613-828-0713,https://crystalbayse.ocdsb.ca/,http://www.ocdsb.ca, 93 ,45.34939,-75.84416,37.6,95.7,12.9,11.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,65.2,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),131504,D. Roy Kennedy Public School,Public,Not applicable,Elementary,English,JK-8,,,919 Woodroffe Ave,Ottawa,Ottawa,Ontario,K2A3G9,613-728-1993,613-722-5858,https://droykennedyps.ocdsb.ca/,http://www.ocdsb.ca, 359 ,45.36509,-75.76962,38.4,99.2,13.9,13.9,10,NA,52%,-36,43%,-45,43%,-37,78%,-8,71%,-12,45%,5,NA,NA,NA,NA,NA,NA,29.8,58.1,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),139432,Devonshire Community Public School,Public,Not applicable,Elementary,English,JK-6,,,100 Breezehill Ave,Ottawa,Ottawa,Ontario,K1Y2H5,613-729-3169,613-729-8462,https://devonshireps.ocdsb.ca/,http://www.ocdsb.ca, 335 ,45.40553,-75.71894,9.6,99.4,3,3,6.8,SP,89%,0,83%,-8,69%,-7,93%,-5,93%,4,46%,-6,NA,NA,NA,NA,NA,NA,23.9,65.7,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),153508,Dunlop Public School,Public,Not applicable,Elementary,English,JK-6,,,1310 Pebble Rd,Ottawa,Ottawa,Ontario,K1V7R8,613-521-4611,613-521-4652,https://dunlopps.ocdsb.ca/,http://www.ocdsb.ca, 162 ,45.36105,-75.65034,40.7,100,13,13,17.9,NA,72%,15,44%,-17,56%,6,62%,3,54%,-17,12%,-23,NA,NA,NA,NA,NA,NA,35,49.2,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),151416,Dunning-Foubert Elementary School,Public,Not applicable,Elementary,English,JK-8,,,1610 Prestwick Dr,Ottawa,Orleans,Ontario,K1E2N1,613-824-5800,613-824-6934,https://dunningfoubertes.ocdsb.ca/,http://www.ocdsb.ca, 429 ,45.46714,-75.49857,19.3,99.1,SP,SP,24.4,SP,63%,-5,65%,-7,46%,-24,82%,4,79%,-3,37%,1,NA,NA,NA,NA,NA,NA,7.2,52.6,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),634184,Earl of March Intermediate School,Public,Not applicable,Elementary,English,7-8,,,No. 4 The Parkway,Ottawa,Kanata,Ontario,K2K1Y4,613-592-3361,613-592-9501,https://earlofmarchss.ocdsb.ca/,http://www.ocdsb.ca, 512 ,45.32341,-75.89534,45.5,99,6.8,6.4,16.2,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,81.7,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),906484,Earl of March Secondary School,Public,Not applicable,Secondary,English,9-12,,,No. 4 The Parkway,Ottawa,Kanata,Ontario,K2K1Y4,613-592-3361,613-592-9501,https://earlofmarchss.ocdsb.ca/,http://www.ocdsb.ca, 1267 ,45.32286,-75.89463,39.9,98.7,3.7,3.4,10.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93%,-3,58%,14,89%,-5,9.6,73.6,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),170763,Elgin Street Public School,Public,Not applicable,Elementary,English,JK-6,,,310 Elgin St,Ottawa,Ottawa,Ontario,K2P1M4,613-239-2231,613-239-2408,https://elginstps.ocdsb.ca/,http://www.ocdsb.ca, 263 ,45.4163,-75.68936,17.5,99.2,5.7,5.7,6.8,SP,83%,17,83%,21,67%,11,92%,3,88%,5,62%,25,NA,NA,NA,NA,NA,NA,19.6,65.1,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),907898,Elizabeth Wyn Wood Secondary Alternate,Public,Alternative,Secondary,English,9-12,,,20 Rossland Ave,Ottawa,Nepean,Ontario,K2G1H6,613-225-8826,613-225-1322,https://elizabethwynwood.ocdsb.ca/,http://www.ocdsb.ca, 315 ,45.35351,-75.73724,10.8,99,SP,SP,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/R,NA,N/R,NA,N/R,NA,18.4,48,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),177008,Elmdale Public School,Public,Not applicable,Elementary,English,JK-6,,,49 Iona St,Ottawa,Ottawa,Ontario,K1Y3L9,613-728-4653,613-728-2301,https://elmdaleps.ocdsb.ca/,http://www.ocdsb.ca, 508 ,45.39424,-75.73596,7.1,98.6,SP,SP,3.5,SP,97%,3,81%,-9,83%,-7,97%,1,95%,1,81%,-5,NA,NA,NA,NA,NA,NA,5.6,91.4,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),050261,Emily Carr Middle School,Public,Not applicable,Elementary,English,6-8,,,2681 Innes Rd,Ottawa,Gloucester,Ontario,K1B3J7,613-824-5455,613-824-0487,https://emilycarrms.ocdsb.ca/,http://www.ocdsb.ca, 288 ,45.43444,-75.56252,26.4,98.6,4.9,5.9,12.8,SP,N/D,NA,N/D,NA,N/D,NA,86%,5,82%,-1,53%,14,NA,NA,NA,NA,NA,NA,11.4,61.9,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),129674,Fallingbrook Community Elementary School,Public,Not applicable,Elementary,English,JK-8,,,679 Deancourt Cres,Ottawa,Orleans,Ontario,K4A3E1,613-830-8817,613-830-1039,https://fallingbrookes.ocdsb.ca/,http://www.ocdsb.ca, 392 ,45.48117,-75.48735,11.7,99,SP,SP,13.5,NA,70%,-3,82%,19,45%,-22,68%,-18,62%,-22,10%,-30,NA,NA,NA,NA,NA,NA,6.7,53.9,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),083456,Farley Mowat Public School,Public,Not applicable,Elementary,English,JK-6,,,75 Waterbridge Dr,Ottawa,Nepean,Ontario,K2G6T3,613-825-3006,613-825-6455,https://farleymowatps.ocdsb.ca/,http://www.ocdsb.ca, 560 ,45.2817,-75.70836,43.2,99.5,7,7.1,9.6,NA,79%,9,76%,2,59%,8,85%,-6,85%,-5,54%,-6,NA,NA,NA,NA,NA,NA,11.2,65.5,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),193640,Featherston Drive Public School,Public,Not applicable,Elementary,English,JK-8,,,1801 Featherston Dr,Ottawa,Ottawa,Ontario,K1H6P4,613-731-3357,613-731-6353,https://featherstondrps.ocdsb.ca/,http://www.ocdsb.ca, 330 ,45.38367,-75.64531,63.6,98.8,15.5,15.5,17.5,NA,71%,NA,57%,NA,38%,NA,77%,-9,74%,-9,28%,-38,NA,NA,NA,NA,NA,NA,38.4,43.6,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),196266,Fielding Drive Public School,Public,Not applicable,Elementary,English,4-8,,,777 Fielding Dr,Ottawa,Ottawa,Ontario,K1V7G1,613-731-4928,613-733-0928,https://fieldingdrps.ocdsb.ca/,http://www.ocdsb.ca, 383 ,45.36193,-75.67795,37.1,99.5,14.6,13.8,24.8,NA,N/D,NA,N/D,NA,N/D,NA,69%,-4,61%,0,32%,-6,NA,NA,NA,NA,NA,NA,27.2,61,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),196762,First Avenue Public School,Public,Not applicable,Elementary,English,JK-6,,,73 First Ave,Ottawa,Ottawa,Ontario,K1S2G1,613-239-2261,613-563-8424,https://firstaveps.ocdsb.ca/,http://www.ocdsb.ca, 251 ,45.40628,-75.68541,22.7,98.4,12.7,14.3,42.6,25.8,55%,-22,52%,-28,42%,-28,95%,6,92%,3,60%,-16,NA,NA,NA,NA,NA,NA,8.3,82.1,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),197211,Fisher Park/Summit AS Public School,Public,Not applicable,Elementary,English,7-8,,,250 Holland Ave,Ottawa,Ottawa,Ontario,K1Y0Y5,613-729-5054,613-729-5698,https://fisherparkps.ocdsb.ca/,http://www.ocdsb.ca, 555 ,45.39613,-75.72995,13.9,98.6,2.3,2.3,34.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,71.3,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),088560,Forest Valley Elementary School,Public,Not applicable,Elementary,English,JK-5,,,1570 Forest Valley Dr,Ottawa,Orleans,Ontario,K1C6X7,613-824-0733,613-824-0737,https://forestvalleyes.ocdsb.ca/,http://www.ocdsb.ca, 354 ,45.4497,-75.53742,23.7,99.2,4.8,5.1,9,NA,80%,10,75%,-2,66%,-5,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,11.3,59.8,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),911143,Frederick Banting Secondary Alternate Pr,Public,Alternative,Secondary,English,9-12,,,1453 Stittsville Main St,Ottawa,Stittsville,Ontario,K2S1A3,613-591-7678,613-591-7685,https://frederickbantingalt.ocdsb.ca/,http://www.ocdsb.ca, 191 ,45.26035907,-75.92296943,SP,99.5,NA,NA,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/R,NA,N/D,NA,N/R,NA,11.3,52.9,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),211583,General Vanier Public School,Public,Not applicable,Elementary,English,JK-3,,,1025 Harkness Ave,Ottawa,Ottawa,Ontario,K1V6N9,613-731-3631,613-521-5597,https://generalvanierps.ocdsb.ca/,http://www.ocdsb.ca, 174 ,45.3676,-75.67463,45.4,98.3,32.8,32.2,12.6,NA,73%,-10,73%,-10,55%,-17,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,35,51,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),216658,Glashan Public School,Public,Not applicable,Elementary,English,7-8,,,28 Arlington Ave,Ottawa,Ottawa,Ontario,K2P1C2,613-239-2264,613-563-2955,https://glashanps.ocdsb.ca/,http://www.ocdsb.ca, 405 ,45.40967,-75.69321,26.7,98.8,4.9,4.9,35,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,73.1,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),912697,Glebe Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,212 Glebe Ave,Ottawa,Ottawa,Ontario,K1S2C9,613-239-2424,613-239-2655,https://glebe.ocdsb.ca/,http://www.ocdsb.ca, 1511 ,45.40179,-75.6972,22.6,98.9,6.6,6.4,27.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91%,10,32%,-16,90%,6,14.4,57.9,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),224197,Glen Cairn Public School,Public,Not applicable,Elementary,English,7-8,,,182 Morrena Rd,Ottawa,Kanata,Ontario,K2L1E1,613-836-2342,613-836-4620,https://glencairnps.ocdsb.ca/,http://www.ocdsb.ca, 314 ,45.29692,-75.8842,23.6,99.4,SP,SP,26.1,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,61.5,6/17/2019
B66184,Ottawa-Carleton DSB,Pub Dist Sch Brd (E/F),392197,Glen Ogilvie Public School,Public,Not applicable,Elementary,English,JK-5,,,46 Centrepark Dr,Ottawa,Gloucester,Ontario,K1B3C1,613-824-4014,613-824-5519,https://glenogilvieps.ocdsb.ca/,http://www.ocdsb.ca, 440 ,45.43475,-75.57068,19.1,98.9,4.1,5,13.6,SP,65%,-4,58%,-20,46%,-3,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,10.4,59.5,6/17/2019
